cycle,target_ml,measured_ml,error_ml,error_pct,travel_mm,speed_mm_s,mm_per_ml_nominal,mm_per_ml_actual
1,0.5000,0.5000,0.0000,0.00,9.0318,0.5000,18.0636,18.0636
